anho,mes,dia,hora,object_id,position_x,position_y,sector
2020,01,25,23:24:24,0,215,134,pasillo
2020,01,25,23:24:24,0,218,139,pasillo
2020,01,25,23:24:24,0,217,144,pasillo
2020,01,25,23:24:24,0,217,150,pasillo
2020,01,25,23:24:24,0,219,155,pasillo
2020,01,25,23:24:24,0,218,161,pasillo
2020,01,25,23:24:24,0,220,164,pasillo
2020,01,25,23:24:24,0,217,167,pasillo
2020,01,25,23:24:24,0,219,171,pasillo
2020,01,25,23:24:24,0,220,174,pasillo
2020,01,25,23:24:24,0,219,180,pasillo
2020,01,25,23:24:24,0,220,183,pasillo
2020,01,25,23:24:24,0,219,188,pasillo
2020,01,25,23:24:24,0,219,194,pasillo
2020,01,25,23:24:24,0,221,198,pasillo
2020,01,25,23:24:24,0,220,203,pasillo
2020,01,25,23:24:24,0,219,209,pasillo
2020,01,25,23:24:24,0,218,214,pasillo
2020,01,25,23:24:24,0,217,221,pasillo
2020,01,25,23:24:24,0,217,225,pasillo
2020,01,25,23:24:24,0,219,229,pasillo
2020,01,25,23:24:24,0,218,234,pasillo
2020,01,25,23:24:24,0,217,239,pasillo
2020,01,25,23:24:24,0,216,243,pasillo
2020,01,25,23:24:24,0,218,248,pasillo
2020,01,25,23:24:24,0,218,253,pasillo
2020,01,25,23:24:24,0,218,257,pasillo
2020,01,25,23:24:24,0,220,261,pasillo
2020,01,25,23:24:24,0,219,266,pasillo
2020,01,25,23:24:24,0,215,134,pasillo
2020,01,25,23:24:24,0,218,139,pasillo
2020,01,25,23:24:24,0,217,144,pasillo
2020,01,25,23:24:24,0,217,150,pasillo
2020,01,25,23:24:24,0,219,155,pasillo
2020,01,25,23:24:24,0,218,161,pasillo
2020,01,25,23:24:24,0,220,164,pasillo
2020,01,25,23:24:24,0,217,167,pasillo
2020,01,25,23:24:24,0,219,171,pasillo
2020,01,25,23:24:24,0,220,174,pasillo
2020,01,25,23:24:24,0,219,180,pasillo
2020,01,25,23:24:24,0,220,183,pasillo
2020,01,25,23:24:24,0,219,188,pasillo
2020,01,25,23:24:24,0,219,194,pasillo
2020,01,25,23:24:24,0,221,198,pasillo
2020,01,25,23:24:24,0,220,203,pasillo
2020,01,25,23:24:24,0,219,209,pasillo
2020,01,25,23:24:24,0,218,214,pasillo
2020,01,25,23:24:24,0,217,221,pasillo
2020,01,25,23:24:24,0,217,225,pasillo
2020,01,25,23:24:24,0,219,229,pasillo
2020,01,25,23:24:24,0,218,234,pasillo
2020,01,25,23:24:24,0,217,239,pasillo
2020,01,25,23:24:24,0,216,243,pasillo
2020,01,25,23:24:24,0,218,248,pasillo
2020,01,25,23:24:24,0,218,253,pasillo
2020,01,25,23:24:24,0,218,257,pasillo
2020,01,25,23:24:24,0,220,261,pasillo
2020,01,25,23:24:24,0,219,266,pasillo
2020,01,25,23:24:24,0,219,266,pasillo
2020,01,25,23:24:24,0,214,267,pasillo
2020,01,25,23:24:24,0,213,273,pasillo
2020,01,25,23:24:24,0,213,278,pasillo
2020,01,25,23:24:24,0,214,284,pasillo
2020,01,25,23:24:24,0,213,289,pasillo
2020,01,25,23:24:24,0,214,295,pasillo
2020,01,25,23:24:24,0,216,300,pasillo
2020,01,25,23:24:24,0,217,306,
2020,01,25,23:24:24,0,216,311,
2020,01,25,23:24:24,0,218,315,
2020,01,25,23:24:24,0,218,320,
2020,01,25,23:24:24,0,221,324,
2020,01,25,23:24:24,0,221,329,
2020,01,25,23:24:24,0,222,336,
2020,01,25,23:24:24,0,224,341,
2020,01,25,23:24:24,0,226,344,
2020,01,25,23:24:24,0,226,349,
2020,01,25,23:24:24,0,229,354,
2020,01,25,23:24:24,0,228,359,
2020,01,25,23:24:24,0,229,364,
2020,01,25,23:24:24,0,230,371,
2020,01,25,23:24:24,0,231,375,
2020,01,25,23:24:24,0,230,383,
2020,01,25,23:24:24,0,233,387,
2020,01,25,23:24:24,0,232,390,
2020,01,25,23:24:24,0,234,395,
2020,01,25,23:24:24,0,233,398,
2020,01,25,23:24:24,0,235,403,
2020,01,25,23:24:24,0,237,407,
2020,01,25,23:24:24,0,215,134,pasillo
2020,01,25,23:24:24,0,218,139,pasillo
2020,01,25,23:24:24,0,217,144,pasillo
2020,01,25,23:24:24,0,217,150,pasillo
2020,01,25,23:24:24,0,219,155,pasillo
2020,01,25,23:24:24,0,218,161,pasillo
2020,01,25,23:24:24,0,220,164,pasillo
2020,01,25,23:24:24,0,217,167,pasillo
2020,01,25,23:24:24,0,219,171,pasillo
2020,01,25,23:24:24,0,220,174,pasillo
2020,01,25,23:24:24,0,219,180,pasillo
2020,01,25,23:24:24,0,220,183,pasillo
2020,01,25,23:24:24,0,219,188,pasillo
2020,01,25,23:24:24,0,219,194,pasillo
2020,01,25,23:24:24,0,221,198,pasillo
2020,01,25,23:24:24,0,220,203,pasillo
2020,01,25,23:24:24,0,219,209,pasillo
2020,01,25,23:24:24,0,218,214,pasillo
2020,01,25,23:24:24,0,217,221,pasillo
2020,01,25,23:24:24,0,217,225,pasillo
2020,01,25,23:24:24,0,219,229,pasillo
2020,01,25,23:24:24,0,218,234,pasillo
2020,01,25,23:24:24,0,217,239,pasillo
2020,01,25,23:24:24,0,216,243,pasillo
2020,01,25,23:24:24,0,218,248,pasillo
2020,01,25,23:24:24,0,218,253,pasillo
