anho,mes,dia,hora,object_id,position_x,position_y,sector
2020,01,25,23:07:51,0,263,192,pasillo
2020,01,25,23:07:51,0,257,192,pasillo
2020,01,25,23:07:51,0,266,195,pasillo
2020,01,25,23:07:51,0,262,194,pasillo
2020,01,25,23:07:51,0,270,193,pasillo
2020,01,25,23:07:51,0,254,189,pasillo
2020,01,25,23:07:51,0,269,191,pasillo
2020,01,25,23:07:51,0,260,189,pasillo
2020,01,25,23:07:51,0,264,193,pasillo
2020,01,25,23:07:51,0,263,193,pasillo
2020,01,25,23:07:51,0,263,193,pasillo
2020,01,25,23:07:51,0,263,193,pasillo
2020,01,25,23:07:51,0,256,193,pasillo
2020,01,25,23:07:51,0,270,193,pasillo
2020,01,25,23:07:51,0,255,189,pasillo
2020,01,25,23:07:51,0,269,192,pasillo
2020,01,25,23:07:51,0,254,189,pasillo
2020,01,25,23:07:51,0,268,191,pasillo
2020,01,25,23:07:51,0,253,189,pasillo
2020,01,25,23:07:51,0,268,191,pasillo
2020,01,25,23:07:51,0,259,189,pasillo
2020,01,25,23:07:51,0,263,191,pasillo
2020,01,25,23:07:51,0,256,191,pasillo
2020,01,25,23:07:51,0,265,193,pasillo
2020,01,25,23:07:51,0,262,192,pasillo
2020,01,25,23:07:51,0,262,192,pasillo
2020,01,25,23:07:51,0,261,191,pasillo
2020,01,25,23:07:51,0,268,191,pasillo
2020,01,25,23:07:51,0,252,188,pasillo
2020,01,25,23:07:51,0,263,192,pasillo
2020,01,25,23:07:51,0,257,192,pasillo
2020,01,25,23:07:51,0,266,195,pasillo
2020,01,25,23:07:51,0,262,194,pasillo
2020,01,25,23:07:51,0,270,193,pasillo
2020,01,25,23:07:51,0,254,189,pasillo
2020,01,25,23:07:51,0,269,191,pasillo
2020,01,25,23:07:51,0,260,189,pasillo
2020,01,25,23:07:51,0,264,193,pasillo
2020,01,25,23:07:51,0,263,193,pasillo
2020,01,25,23:07:51,0,263,193,pasillo
2020,01,25,23:07:51,0,263,193,pasillo
2020,01,25,23:07:51,0,256,193,pasillo
2020,01,25,23:07:51,0,270,193,pasillo
2020,01,25,23:07:51,0,255,189,pasillo
2020,01,25,23:07:51,0,269,192,pasillo
2020,01,25,23:07:51,0,254,189,pasillo
2020,01,25,23:07:51,0,268,191,pasillo
2020,01,25,23:07:51,0,253,189,pasillo
2020,01,25,23:07:51,0,268,191,pasillo
2020,01,25,23:07:51,0,259,189,pasillo
2020,01,25,23:07:51,0,263,191,pasillo
2020,01,25,23:07:51,0,256,191,pasillo
2020,01,25,23:07:51,0,265,193,pasillo
2020,01,25,23:07:51,0,262,192,pasillo
2020,01,25,23:07:51,0,262,192,pasillo
2020,01,25,23:07:51,0,261,191,pasillo
2020,01,25,23:07:51,0,268,191,pasillo
2020,01,25,23:07:51,0,252,188,pasillo
2020,01,25,23:07:51,0,252,188,pasillo
2020,01,25,23:07:51,0,241,192,pasillo
2020,01,25,23:07:51,0,257,195,pasillo
2020,01,25,23:07:51,0,240,195,pasillo
2020,01,25,23:07:51,0,250,197,pasillo
2020,01,25,23:07:51,0,247,193,pasillo
2020,01,25,23:07:51,0,254,192,pasillo
2020,01,25,23:07:51,0,240,193,pasillo
2020,01,25,23:07:51,0,255,196,pasillo
2020,01,25,23:07:51,0,239,194,pasillo
2020,01,25,23:07:51,0,249,197,pasillo
2020,01,25,23:07:51,0,247,193,pasillo
2020,01,25,23:07:51,0,254,192,pasillo
2020,01,25,23:07:51,0,240,193,pasillo
2020,01,25,23:07:51,0,246,194,pasillo
2020,01,25,23:07:51,0,254,193,pasillo
2020,01,25,23:07:51,0,237,190,pasillo
2020,01,25,23:07:51,0,253,190,pasillo
2020,01,25,23:07:51,0,244,191,pasillo
2020,01,25,23:07:51,0,249,191,pasillo
2020,01,25,23:07:51,0,241,193,pasillo
2020,01,25,23:07:51,0,257,193,pasillo
2020,01,25,23:07:51,0,240,190,pasillo
2020,01,25,23:07:51,0,256,191,pasillo
2020,01,25,23:07:51,0,239,191,pasillo
2020,01,25,23:07:51,0,254,191,pasillo
2020,01,25,23:07:51,0,237,192,pasillo
2020,01,25,23:07:51,0,253,195,pasillo
2020,01,25,23:07:51,0,246,194,pasillo
2020,01,25,23:07:51,0,247,194,pasillo
2020,01,25,23:07:52,0,263,192,pasillo
2020,01,25,23:07:52,0,257,192,pasillo
2020,01,25,23:07:52,0,266,195,pasillo
2020,01,25,23:07:52,0,262,194,pasillo
2020,01,25,23:07:52,0,270,193,pasillo
2020,01,25,23:07:52,0,254,189,pasillo
