anho,mes,dia,hora,object_id,position_x,position_y,sector
2020,01,25,23:07:33,0,259,188,pasillo
2020,01,25,23:07:33,0,258,189,pasillo
2020,01,25,23:07:33,0,258,189,pasillo
2020,01,25,23:07:33,0,258,189,pasillo
2020,01,25,23:07:33,0,258,189,pasillo
2020,01,25,23:07:33,0,258,188,pasillo
2020,01,25,23:07:33,0,258,189,pasillo
2020,01,25,23:07:33,0,258,189,pasillo
2020,01,25,23:07:33,0,258,188,pasillo
2020,01,25,23:07:33,0,258,188,pasillo
2020,01,25,23:07:33,0,258,188,pasillo
2020,01,25,23:07:33,0,264,189,pasillo
2020,01,25,23:07:33,0,251,189,pasillo
2020,01,25,23:07:33,0,266,192,pasillo
2020,01,25,23:07:33,0,250,190,pasillo
2020,01,25,23:07:33,0,256,190,pasillo
2020,01,25,23:07:33,0,264,189,pasillo
2020,01,25,23:07:33,0,258,189,pasillo
2020,01,25,23:07:33,0,264,189,pasillo
2020,01,25,23:07:33,0,255,185,pasillo
2020,01,25,23:07:33,0,259,188,pasillo
2020,01,25,23:07:33,0,252,188,pasillo
2020,01,25,23:07:33,0,265,188,pasillo
2020,01,25,23:07:33,0,249,185,pasillo
2020,01,25,23:07:33,0,264,186,pasillo
2020,01,25,23:07:33,0,255,186,pasillo
2020,01,25,23:07:33,0,259,187,pasillo
2020,01,25,23:07:33,0,259,188,pasillo
2020,01,25,23:07:33,0,259,188,pasillo
2020,01,25,23:07:34,0,259,188,pasillo
2020,01,25,23:07:34,0,258,189,pasillo
2020,01,25,23:07:34,0,258,189,pasillo
2020,01,25,23:07:34,0,258,189,pasillo
2020,01,25,23:07:34,0,258,189,pasillo
2020,01,25,23:07:34,0,258,188,pasillo
2020,01,25,23:07:34,0,258,189,pasillo
2020,01,25,23:07:34,0,258,189,pasillo
2020,01,25,23:07:34,0,258,188,pasillo
2020,01,25,23:07:34,0,258,188,pasillo
2020,01,25,23:07:34,0,258,188,pasillo
2020,01,25,23:07:34,0,264,189,pasillo
2020,01,25,23:07:34,0,251,189,pasillo
2020,01,25,23:07:34,0,266,192,pasillo
2020,01,25,23:07:34,0,250,190,pasillo
2020,01,25,23:07:34,0,256,190,pasillo
2020,01,25,23:07:34,0,264,189,pasillo
2020,01,25,23:07:34,0,258,189,pasillo
2020,01,25,23:07:34,0,264,189,pasillo
2020,01,25,23:07:34,0,255,185,pasillo
2020,01,25,23:07:34,0,259,188,pasillo
2020,01,25,23:07:34,0,252,188,pasillo
2020,01,25,23:07:34,0,265,188,pasillo
2020,01,25,23:07:34,0,249,185,pasillo
2020,01,25,23:07:34,0,264,186,pasillo
2020,01,25,23:07:34,0,255,186,pasillo
2020,01,25,23:07:34,0,259,187,pasillo
2020,01,25,23:07:34,0,259,188,pasillo
